payment_id,transaction_timestamp,merchant_id,customer_id,amount,currency,processing_fee,payment_method,card_type,card_network,issuer_country,billing_country,ip_country,device_type,device_id,is_new_device,is_new_customer,is_cross_border,country_mismatch_flag,velocity_1h,authentication_used,authentication_result,risk_score,decision,authorisation_status,decline_reason,confirmed_fraud,refund_status
P0001132,2025-01-02 14:45:59,M00028,C007552,55.43,AUD,0.98,Card,Debit,Visa,IT,IT,IT,Mobile,DEV007552,0,0,1,0,1,0,Not Attempted,22,Approve,Approved,Not Applicable,0,Not Refunded
P0032437,2025-01-02 14:50:39,M00025,C001094,269.94,EUR,3.98,Digital Wallet,Debit,Mastercard,GB,GB,FR,Desktop,NEWDEV401993,1,0,1,1,1,1,Successful,53,Approve,Approved,Not Applicable,0,Not Refunded
P0010308,2025-01-02 15:05:27,M00062,C008633,46.82,AUD,0.86,Card,Debit,Visa,ES,ES,ES,Mobile,DEV008633,0,0,1,0,1,1,Successful,24,Approve,Approved,Not Applicable,0,Not Refunded
P0048828,2025-01-02 15:08:31,M00017,C007429,33.14,AUD,0.66,Digital Wallet,Debit,Visa,IT,IT,IT,Mobile,DEV007429,0,0,1,0,1,1,Successful,43,Approve,Approved,Not Applicable,0,Not Refunded
P0026131,2025-01-02 15:36:49,M00055,C006113,38.35,GBP,0.74,Card,Debit,Mastercard,IE,IE,IE,Tablet,NEWDEV627506,1,0,1,0,1,0,Not Attempted,25,Approve,Approved,Not Applicable,0,Not Refunded
P0023162,2025-01-02 17:24:00,M00007,C002510,707.44,EUR,10.1,Card,Debit,Visa,NL,NL,NL,Tablet,DEV002510,0,0,1,0,1,1,Successful,38,Approve,Approved,Not Applicable,0,Not Refunded
P0038648,2025-01-02 18:04:16,M00017,C006361,63.37,AUD,1.09,Digital Wallet,Debit,Visa,DE,DE,DE,Tablet,DEV006361,0,0,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0041448,2025-01-02 18:35:23,M00067,C006872,23.12,GBP,0.52,Card,Credit,Visa,FR,FR,FR,Mobile,DEV006872,0,0,1,0,1,0,Not Attempted,10,Approve,Approved,Not Applicable,0,Not Refunded
P0036369,2025-01-02 18:44:53,M00036,C004517,82.2,EUR,1.35,Card,Credit,Mastercard,US,US,US,Mobile,DEV004517,0,0,1,0,1,1,Successful,11,Approve,Approved,Not Applicable,0,Not Refunded
P0000488,2025-01-02 19:03:15,M00039,C008959,183.03,CAD,2.76,Digital Wallet,Credit,Mastercard,ES,ES,ES,Mobile,DEV008959,0,0,1,0,1,0,Not Attempted,25,Approve,Approved,Not Applicable,0,Not Refunded
P0002340,2025-01-02 19:07:28,M00079,C001217,35.51,EUR,0.7,Card,Debit,Visa,US,US,US,Mobile,DEV001217,0,0,1,0,1,1,Successful,14,Approve,Approved,Not Applicable,0,Not Refunded
P0045052,2025-01-02 19:11:04,M00095,C004830,701.54,GBP,10.02,Card,Credit,Visa,ES,ES,US,Desktop,NEWDEV031340,1,0,1,1,1,1,Successful,72,Review,Declined,Insufficient Funds,0,Not Refunded
P0041784,2025-01-02 19:33:11,M00083,C006495,36.39,EUR,0.71,Digital Wallet,Credit,Visa,IT,IT,IT,Desktop,DEV006495,0,0,1,0,1,1,Successful,13,Approve,Approved,Not Applicable,0,Not Refunded
P0011064,2025-01-02 19:35:45,M00048,C002855,40.37,USD,0.77,Card,Debit,Mastercard,GB,GB,GB,Desktop,DEV002855,0,0,1,0,1,0,Not Attempted,20,Approve,Approved,Not Applicable,0,Not Refunded
P0002443,2025-01-02 20:35:39,M00068,C007561,302.69,GBP,4.44,Bank Transfer,Not Applicable,Not Applicable,IT,IT,IT,Desktop,DEV007561,0,0,1,0,1,0,Not Attempted,19,Approve,Approved,Not Applicable,0,Not Refunded
P0045706,2025-01-02 20:42:03,M00094,C005994,49.95,GBP,0.9,Card,Debit,Visa,DE,DE,ES,Tablet,NEWDEV377333,1,0,1,1,1,1,Failed,75,Review,Declined,Authentication Failed,0,Not Refunded
P0017320,2025-01-02 20:47:02,M00100,C006213,73.05,CAD,1.22,Card,Debit,Mastercard,US,US,US,Mobile,DEV006213,0,0,1,0,1,1,Successful,16,Approve,Approved,Not Applicable,0,Not Refunded
P0043031,2025-01-02 21:07:55,M00081,C008514,30.53,CAD,0.63,Digital Wallet,Credit,Visa,NL,NL,NL,Mobile,DEV008514,0,0,1,0,1,1,Successful,10,Approve,Approved,Not Applicable,0,Not Refunded
P0015343,2025-01-02 21:11:38,M00041,C009161,240.59,EUR,3.57,Bank Transfer,Not Applicable,Not Applicable,IT,IT,IT,Desktop,DEV009161,0,0,1,0,1,0,Not Attempted,31,Approve,Approved,Not Applicable,0,Not Refunded
P0041321,2025-01-02 21:51:11,M00092,C002533,134.16,CAD,2.08,Bank Transfer,Not Applicable,Not Applicable,GB,GB,GB,Desktop,DEV002533,0,0,1,0,1,0,Not Attempted,12,Approve,Approved,Not Applicable,0,Not Refunded
P0026943,2025-01-02 22:21:06,M00081,C005895,17.72,CAD,0.45,Card,Credit,Mastercard,ES,ES,ES,Mobile,DEV005895,0,0,1,0,1,1,Failed,7,Approve,Approved,Not Applicable,0,Not Refunded
P0008466,2025-01-02 22:21:11,M00007,C007040,589.86,EUR,8.46,Card,Credit,Visa,GB,GB,GB,Mobile,DEV007040,0,0,1,0,1,0,Not Attempted,28,Approve,Approved,Not Applicable,0,Not Refunded
P0041593,2025-01-02 22:31:27,M00042,C006923,167.78,EUR,2.55,Digital Wallet,Credit,Mastercard,GB,GB,ES,Desktop,DEV006923,0,0,1,1,1,1,Failed,55,Approve,Approved,Not Applicable,0,Not Refunded
P0006001,2025-01-02 22:48:58,M00088,C002933,204.1,CAD,3.06,Bank Transfer,Not Applicable,Not Applicable,IT,IT,IT,Desktop,DEV002933,0,0,1,0,1,0,Not Attempted,27,Approve,Approved,Not Applicable,0,Not Refunded
P0013880,2025-01-02 23:07:17,M00045,C003192,120.19,GBP,1.88,Card,Debit,Visa,IE,IE,GB,Mobile,DEV003192,0,0,1,1,1,1,Successful,56,Approve,Approved,Not Applicable,0,Not Refunded
P0001591,2025-01-03 00:01:24,M00056,C009235,964.17,EUR,13.7,Card,Debit,Visa,ES,ES,ES,Mobile,NEWDEV908478,1,0,1,0,1,1,Successful,45,Approve,Approved,Not Applicable,0,Not Refunded
P0045175,2025-01-03 00:01:39,M00043,C003210,11.12,USD,0.36,Digital Wallet,Debit,Visa,US,AU,AU,Mobile,NEWDEV160394,1,0,0,1,1,1,Successful,68,Review,Approved,Not Applicable,0,Not Refunded
P0003040,2025-01-03 00:36:30,M00055,C002395,24.12,GBP,0.54,Digital Wallet,Debit,Mastercard,DE,IE,IE,Desktop,DEV002395,0,0,1,1,1,1,Successful,35,Approve,Declined,Insufficient Funds,0,Not Refunded
P0013168,2025-01-03 00:52:59,M00061,C009685,636.73,USD,9.11,Card,Credit,Visa,IE,IT,IT,Mobile,DEV009685,0,0,1,1,1,1,Failed,51,Approve,Approved,Not Applicable,0,Not Refunded
P0034545,2025-01-03 01:06:49,M00095,C006073,810.35,GBP,11.54,Card,Credit,Mastercard,ES,ES,ES,Desktop,DEV006073,0,0,1,0,1,0,Not Attempted,27,Approve,Approved,Not Applicable,0,Not Refunded
P0025941,2025-01-03 01:15:15,M00048,C007898,14.43,USD,0.4,Card,Debit,Mastercard,NL,NL,NL,Desktop,DEV007898,0,0,1,0,1,1,Successful,32,Approve,Approved,Not Applicable,0,Not Refunded
P0049101,2025-01-03 01:36:06,M00095,C004664,869.9,GBP,12.38,Card,Credit,Mastercard,IT,IT,IT,Mobile,NEWDEV207825,1,0,1,0,1,1,Successful,51,Approve,Approved,Not Applicable,0,Not Refunded
P0035884,2025-01-03 01:46:26,M00096,C000008,19.88,USD,0.48,Card,Credit,Visa,DE,DE,DE,Desktop,DEV000008,0,0,1,0,1,0,Not Attempted,29,Approve,Approved,Not Applicable,0,Not Refunded
P0015809,2025-01-03 02:06:52,M00057,C003603,74.01,GBP,1.24,Card,Debit,Visa,FR,FR,FR,Mobile,DEV003603,0,0,1,0,1,1,Successful,13,Approve,Approved,Not Applicable,0,Not Refunded
P0037783,2025-01-03 02:50:29,M00069,C008863,194.01,CAD,2.92,Card,Debit,Visa,ES,ES,ES,Desktop,DEV008863,0,0,1,0,1,1,Successful,12,Approve,Approved,Not Applicable,0,Not Refunded
P0037241,2025-01-03 02:50:49,M00042,C000844,158.85,EUR,2.42,Card,Debit,Mastercard,FR,FR,FR,Mobile,DEV000844,0,0,0,0,1,1,Successful,33,Approve,Declined,Issuer Decline,0,Not Refunded
P0028922,2025-01-03 02:53:04,M00007,C005463,799.2,EUR,11.39,Digital Wallet,Credit,Visa,FR,FR,FR,Tablet,NEWDEV411625,1,0,0,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0023322,2025-01-03 03:26:42,M00037,C004522,60.48,EUR,1.05,Card,Credit,Visa,CA,CA,CA,Mobile,NEWDEV388153,1,0,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0009808,2025-01-03 04:30:20,M00037,C003590,33.52,EUR,0.67,Card,Credit,Visa,CA,CA,CA,Mobile,DEV003590,0,0,1,0,1,0,Not Attempted,22,Approve,Approved,Not Applicable,0,Not Refunded
P0009726,2025-01-03 04:47:52,M00087,C002806,27.58,CAD,0.59,Card,Debit,Visa,CA,IE,IE,Mobile,DEV002806,0,0,0,1,1,1,Successful,53,Approve,Approved,Not Applicable,0,Not Refunded
P0016162,2025-01-03 05:46:26,M00028,C007937,18.54,AUD,0.46,Bank Transfer,Not Applicable,Not Applicable,ES,ES,ES,Mobile,DEV007937,0,0,1,0,1,0,Not Attempted,29,Approve,Approved,Not Applicable,0,Not Refunded
P0016938,2025-01-03 06:06:26,M00056,C001008,426.81,EUR,6.18,Card,Credit,Mastercard,IT,IT,IT,Mobile,DEV001008,0,0,1,0,1,1,Successful,32,Approve,Approved,Not Applicable,0,Partially Refunded
P0013200,2025-01-03 06:07:18,M00028,C000731,20.64,AUD,0.49,Card,Debit,Mastercard,NL,NL,NL,Mobile,DEV000731,0,0,1,0,1,0,Not Attempted,24,Approve,Approved,Not Applicable,0,Not Refunded
P0013292,2025-01-03 06:34:18,M00069,C000731,214.1,CAD,3.2,Card,Credit,Mastercard,DE,NL,NL,Desktop,DEV000731,0,0,1,1,2,1,Successful,40,Approve,Approved,Not Applicable,0,Not Refunded
P0033866,2025-01-03 06:54:07,M00058,C005874,23.25,EUR,0.53,Card,Credit,Mastercard,IE,IE,IE,Mobile,DEV005874,0,0,1,0,1,1,Successful,9,Approve,Approved,Not Applicable,0,Not Refunded
P0033952,2025-01-03 06:57:07,M00057,C005874,121.08,GBP,1.9,Card,Debit,Visa,IE,IE,IE,Mobile,DEV005874,0,0,1,0,2,1,Successful,12,Approve,Approved,Not Applicable,0,Not Refunded
P0046389,2025-01-03 07:10:23,M00014,C004131,113.81,EUR,1.79,Digital Wallet,Debit,Visa,US,US,US,Mobile,DEV004131,0,0,1,0,1,1,Successful,25,Approve,Approved,Not Applicable,0,Not Refunded
P0041942,2025-01-03 07:10:42,M00065,C008099,64.44,EUR,1.1,Digital Wallet,Debit,Mastercard,GB,GB,GB,Mobile,DEV008099,0,0,1,0,1,0,Not Attempted,26,Approve,Approved,Not Applicable,0,Not Refunded
P0048986,2025-01-03 07:12:25,M00037,C003217,32.61,EUR,0.66,Card,Debit,Mastercard,IT,IT,IT,Desktop,NEWDEV065940,1,0,1,0,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0045607,2025-01-03 07:22:15,M00094,C006505,5.7,GBP,0.28,Card,Credit,Visa,GB,GB,GB,Desktop,DEV006505,0,0,0,0,1,1,Successful,28,Approve,Approved,Not Applicable,0,Not Refunded
P0042913,2025-01-03 07:31:58,M00010,C005779,113.89,EUR,1.79,Card,Debit,Mastercard,IE,IE,IE,Mobile,NEWDEV648143,1,0,0,0,1,1,Successful,26,Approve,Approved,Not Applicable,0,Not Refunded
P0012704,2025-01-03 07:36:43,M00028,C003095,6.93,AUD,0.3,Digital Wallet,Credit,Visa,IT,IT,IT,Desktop,DEV003095,0,0,1,0,1,1,Successful,19,Approve,Approved,Not Applicable,0,Not Refunded
P0023926,2025-01-03 08:05:57,M00095,C008780,365.85,GBP,5.32,Card,Debit,Mastercard,IE,IE,IE,Desktop,DEV008780,0,0,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0045435,2025-01-03 08:07:58,M00043,C001676,5.46,USD,0.28,Card,Credit,Mastercard,CA,CA,CA,Mobile,DEV001676,0,0,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0035136,2025-01-03 08:17:02,M00017,C009052,20.62,AUD,0.49,Card,Debit,Mastercard,DE,DE,IE,Desktop,DEV009052,0,0,1,1,1,1,Successful,53,Approve,Approved,Not Applicable,0,Not Refunded
P0013420,2025-01-03 08:21:25,M00062,C009863,64.4,AUD,1.1,Card,Debit,Visa,AU,AU,AU,Desktop,DEV009863,0,0,0,0,1,1,Successful,27,Approve,Approved,Not Applicable,0,Not Refunded
P0046606,2025-01-03 09:31:56,M00045,C005221,110.76,GBP,1.75,Card,Debit,Mastercard,IT,IT,IT,Desktop,DEV005221,0,0,1,0,1,1,Successful,32,Approve,Approved,Not Applicable,0,Not Refunded
P0040920,2025-01-03 09:34:41,M00036,C002453,66.47,EUR,1.13,Card,Credit,Visa,CA,CA,CA,Tablet,DEV002453,0,0,1,0,1,1,Successful,18,Approve,Approved,Not Applicable,0,Not Refunded
P0040784,2025-01-03 09:42:45,M00099,C008885,49.64,EUR,0.89,Card,Debit,Visa,CA,CA,CA,Mobile,DEV008885,0,0,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0048626,2025-01-03 10:32:48,M00094,C007374,11.82,GBP,0.37,Card,Debit,Mastercard,AU,AU,AU,Mobile,DEV007374,0,0,1,0,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0011371,2025-01-03 11:51:24,M00034,C002608,7.9,USD,0.31,Card,Debit,Visa,IT,IT,IT,Mobile,NEWDEV118389,1,0,1,0,1,1,Successful,47,Approve,Approved,Not Applicable,0,Not Refunded
P0001497,2025-01-03 12:16:18,M00017,C003404,35.43,AUD,0.7,Card,Credit,Visa,US,IE,IE,Mobile,DEV003404,0,0,1,1,1,1,Successful,54,Approve,Approved,Not Applicable,0,Not Refunded
P0019547,2025-01-03 12:28:42,M00094,C000937,10.85,GBP,0.35,Card,Debit,Mastercard,DE,DE,DE,Tablet,DEV000937,0,0,1,0,1,1,Successful,27,Approve,Approved,Not Applicable,0,Not Refunded
P0044794,2025-01-03 13:24:34,M00063,C004057,99.76,AUD,1.6,Card,Debit,Visa,GB,GB,GB,Desktop,DEV004057,0,0,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0020633,2025-01-03 13:40:09,M00023,C005857,1157.66,GBP,16.41,Card,Debit,Visa,US,US,US,Desktop,DEV005857,0,0,1,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0015567,2025-01-03 13:46:02,M00039,C000289,84.02,CAD,1.38,Card,Debit,Mastercard,US,US,US,Mobile,DEV000289,0,0,1,0,1,0,Not Attempted,24,Approve,Approved,Not Applicable,0,Not Refunded
P0022084,2025-01-03 14:40:58,M00062,C008342,29.89,AUD,0.62,Card,Credit,Visa,CA,CA,CA,Mobile,DEV008342,0,1,1,0,1,1,Successful,36,Approve,Approved,Not Applicable,0,Not Refunded
P0018754,2025-01-03 14:57:18,M00005,C005729,11.73,EUR,0.36,Card,Credit,Mastercard,AU,AU,AU,Mobile,DEV005729,0,0,1,0,1,1,Successful,17,Approve,Approved,Not Applicable,0,Not Refunded
P0018847,2025-01-03 15:35:18,M00037,C005729,32.15,EUR,0.65,Card,Debit,Visa,AU,AU,AU,Mobile,DEV005729,0,0,1,0,2,1,Successful,27,Approve,Approved,Not Applicable,0,Not Refunded
P0045750,2025-01-03 15:38:03,M00055,C000046,18.17,GBP,0.45,Digital Wallet,Debit,Visa,FR,FR,FR,Desktop,DEV000046,0,0,1,0,1,0,Not Attempted,9,Approve,Approved,Not Applicable,0,Not Refunded
P0017105,2025-01-03 15:43:56,M00037,C006835,7.6,EUR,0.31,Card,Credit,Visa,NL,NL,NL,Tablet,DEV006835,0,0,1,0,1,0,Not Attempted,27,Approve,Declined,Issuer Decline,0,Not Refunded
P0022385,2025-01-03 15:47:19,M00095,C005799,881.36,GBP,12.54,Card,Debit,Mastercard,FR,AU,AU,Mobile,DEV005799,0,0,1,1,1,1,Failed,51,Approve,Declined,Authentication Failed,0,Not Refunded
P0020224,2025-01-03 16:19:11,M00023,C004468,501.11,GBP,7.22,Card,Credit,Visa,IE,IE,IE,Tablet,DEV004468,0,0,1,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0009495,2025-01-03 16:28:57,M00048,C006046,9.07,USD,0.33,Card,Debit,Mastercard,IT,IT,IT,Desktop,DEV006046,0,0,1,0,1,0,Not Attempted,29,Approve,Approved,Not Applicable,0,Not Refunded
P0009701,2025-01-03 16:41:57,M00062,C006046,19.64,AUD,0.47,Card,Debit,Visa,IT,IT,IT,Mobile,NEWDEV739952,1,0,1,0,2,1,Successful,42,Approve,Approved,Not Applicable,0,Not Refunded
P0034564,2025-01-03 16:55:34,M00065,C004955,45.29,EUR,0.83,Card,Credit,Visa,FR,FR,FR,Mobile,NEWDEV427565,1,1,1,0,1,1,Successful,42,Approve,Approved,Not Applicable,0,Not Refunded
P0019674,2025-01-03 18:08:00,M00073,C005600,35.46,EUR,0.7,Card,Debit,Visa,IT,IT,IT,Mobile,DEV005600,0,0,1,0,1,1,Successful,30,Approve,Declined,Issuer Decline,0,Not Refunded
P0013287,2025-01-03 19:19:26,M00087,C009696,15.78,CAD,0.42,Bank Transfer,Not Applicable,Not Applicable,DE,DE,DE,Mobile,DEV009696,0,0,1,0,1,0,Not Attempted,23,Approve,Approved,Not Applicable,0,Not Refunded
P0008328,2025-01-03 19:24:52,M00036,C000378,130.66,EUR,2.03,Card,Debit,Visa,GB,IE,IE,Desktop,DEV000378,0,0,1,1,1,1,Successful,27,Approve,Approved,Not Applicable,0,Not Refunded
P0028533,2025-01-03 19:26:29,M00007,C007830,276.2,EUR,4.07,Card,Debit,Amex,IE,IE,IE,Mobile,DEV007830,0,1,1,0,1,1,Successful,44,Approve,Approved,Not Applicable,0,Not Refunded
P0037276,2025-01-03 19:34:07,M00025,C000137,57.91,EUR,1.01,Card,Credit,Mastercard,DE,DE,DE,Mobile,NEWDEV777380,1,0,1,0,1,1,Failed,51,Approve,Declined,Authentication Failed,0,Not Refunded
P0000511,2025-01-03 19:57:00,M00081,C008962,20.18,CAD,0.48,Card,Debit,Visa,FR,FR,FR,Desktop,DEV008962,0,0,1,0,1,1,Successful,9,Approve,Approved,Not Applicable,0,Not Refunded
P0015166,2025-01-03 19:57:40,M00092,C002531,40.19,CAD,0.76,Card,Debit,Mastercard,CA,CA,CA,Mobile,DEV002531,0,0,0,0,1,1,Successful,11,Approve,Approved,Not Applicable,0,Not Refunded
P0033301,2025-01-03 20:06:52,M00064,C009787,150.5,EUR,2.31,Card,Debit,Visa,IE,IE,IE,Mobile,DEV009787,0,0,0,0,1,1,Successful,25,Approve,Approved,Not Applicable,0,Not Refunded
P0013698,2025-01-03 20:20:56,M00001,C001865,34.46,EUR,0.68,Card,Credit,Visa,IE,IE,IE,Mobile,DEV001865,0,0,1,0,1,0,Not Attempted,15,Approve,Approved,Not Applicable,0,Not Refunded
P0036788,2025-01-03 20:32:36,M00049,C009057,250.95,CAD,3.71,Card,Debit,Mastercard,ES,ES,NL,Tablet,NEWDEV682761,1,0,1,1,1,1,Failed,68,Review,Declined,Authentication Failed,0,Not Refunded
P0026917,2025-01-03 20:51:48,M00066,C007841,111.11,EUR,1.76,Bank Transfer,Not Applicable,Not Applicable,FR,FR,FR,Desktop,DEV007841,0,0,1,0,1,0,Not Attempted,35,Approve,Approved,Not Applicable,0,Not Refunded
P0033369,2025-01-03 20:51:52,M00047,C009787,128.45,EUR,2.0,Card,Debit,Visa,IE,IE,IE,Desktop,NEWDEV766696,1,0,1,0,2,1,Successful,20,Approve,Approved,Not Applicable,0,Not Refunded
P0045021,2025-01-03 21:23:29,M00043,C007375,90.5,USD,1.47,Card,Debit,Mastercard,GB,GB,GB,Mobile,DEV007375,0,0,1,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0040043,2025-01-03 21:29:45,M00029,C006873,333.21,USD,4.86,Bank Transfer,Not Applicable,Not Applicable,IT,IT,IT,Tablet,DEV006873,0,0,1,0,1,0,Not Attempted,40,Approve,Approved,Not Applicable,0,Not Refunded
P0022515,2025-01-03 22:27:11,M00028,C004926,53.71,AUD,0.95,Card,Debit,Mastercard,FR,IE,IE,Desktop,DEV004926,0,0,1,1,1,1,Successful,52,Approve,Approved,Not Applicable,0,Not Refunded
P0023370,2025-01-03 22:30:15,M00055,C000898,19.71,GBP,0.48,Card,Credit,Mastercard,CA,CA,CA,Desktop,NEWDEV568479,1,0,1,0,1,0,Not Attempted,28,Approve,Approved,Not Applicable,0,Not Refunded
P0041074,2025-01-03 22:43:05,M00014,C008708,40.95,EUR,0.77,Card,Credit,Visa,ES,ES,ES,Desktop,DEV008708,0,0,1,0,1,1,Successful,35,Approve,Approved,Not Applicable,0,Not Refunded
P0013302,2025-01-03 23:39:08,M00036,C008385,85.66,EUR,1.4,Card,Credit,Mastercard,IT,IT,NL,Tablet,DEV008385,0,0,1,1,1,0,Not Attempted,28,Approve,Approved,Not Applicable,0,Not Refunded
P0015628,2025-01-03 23:51:33,M00070,C005793,75.14,USD,1.25,Card,Debit,Mastercard,IT,IT,IT,Desktop,DEV005793,0,0,1,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0033603,2025-01-03 23:52:31,M00048,C007601,30.97,USD,0.63,Card,Debit,Visa,CA,CA,CA,Mobile,DEV007601,0,0,1,0,1,0,Not Attempted,24,Approve,Approved,Not Applicable,0,Not Refunded
P0044876,2025-01-04 00:33:23,M00037,C000791,11.37,EUR,0.36,Card,Credit,Mastercard,US,US,US,Desktop,DEV000791,0,0,1,0,1,0,Not Attempted,25,Approve,Approved,Not Applicable,0,Not Refunded
P0017091,2025-01-04 00:35:39,M00070,C002744,67.76,USD,1.15,Card,Credit,Mastercard,IT,IT,IT,Mobile,DEV002744,0,0,1,0,1,0,Not Attempted,25,Approve,Approved,Not Applicable,0,Fully Refunded
P0027969,2025-01-04 00:39:46,M00028,C000750,31.45,AUD,0.64,Card,Debit,Mastercard,IE,IE,IE,Desktop,DEV000750,0,0,1,0,1,1,Successful,23,Approve,Approved,Not Applicable,0,Not Refunded
P0020934,2025-01-04 00:42:48,M00063,C007327,65.19,AUD,1.11,Card,Debit,Mastercard,AU,AU,AU,Mobile,DEV007327,0,0,0,0,1,1,Successful,25,Approve,Approved,Not Applicable,0,Not Refunded
P0004538,2025-01-04 00:46:03,M00087,C002589,67.56,CAD,1.15,Card,Debit,Visa,IT,IT,FR,Desktop,DEV002589,0,0,1,1,1,1,Successful,54,Approve,Approved,Not Applicable,0,Not Refunded
P0004675,2025-01-04 01:02:03,M00065,C002589,54.94,EUR,0.97,Digital Wallet,Debit,Visa,IT,IT,IT,Mobile,DEV002589,0,0,1,0,2,1,Successful,24,Approve,Approved,Not Applicable,0,Not Refunded
P0041677,2025-01-04 01:09:35,M00019,C005744,54.31,EUR,0.96,Card,Credit,Visa,GB,GB,GB,Mobile,DEV005744,0,0,1,0,1,0,Not Attempted,5,Approve,Approved,Not Applicable,0,Not Refunded
P0036582,2025-01-04 02:05:50,M00069,C006411,308.91,CAD,4.52,Card,Debit,Amex,IE,IE,IE,Desktop,DEV006411,0,0,1,0,1,1,Successful,20,Approve,Approved,Not Applicable,0,Not Refunded
P0009804,2025-01-04 02:23:07,M00084,C002409,62.85,EUR,1.08,Card,Credit,Visa,IE,IE,IE,Mobile,DEV002409,0,0,1,0,1,1,Successful,9,Approve,Approved,Not Applicable,0,Not Refunded
P0013646,2025-01-04 02:41:15,M00087,C005227,66.78,CAD,1.13,Digital Wallet,Debit,Mastercard,DE,DE,DE,Mobile,DEV005227,0,1,1,0,1,1,Successful,38,Approve,Approved,Not Applicable,0,Not Refunded
P0047680,2025-01-04 03:22:55,M00036,C001862,194.09,EUR,2.92,Card,Debit,Mastercard,NL,NL,NL,Desktop,DEV001862,0,0,0,0,1,1,Successful,0,Approve,Approved,Not Applicable,0,Not Refunded
P0002241,2025-01-04 03:46:59,M00087,C004056,33.17,CAD,0.66,Card,Credit,Mastercard,US,US,US,Mobile,NEWDEV572823,1,1,1,0,1,1,Successful,56,Approve,Approved,Not Applicable,0,Not Refunded
P0047685,2025-01-04 03:48:55,M00081,C001862,32.61,CAD,0.66,Card,Credit,Mastercard,NL,NL,GB,Mobile,NEWDEV608012,1,0,1,1,2,1,Successful,49,Approve,Approved,Not Applicable,0,Not Refunded
P0038233,2025-01-04 04:34:31,M00031,C006416,22.01,EUR,0.51,Card,Debit,Mastercard,IE,IE,IE,Mobile,DEV006416,0,0,1,0,1,1,Successful,34,Approve,Approved,Not Applicable,0,Not Refunded
P0001946,2025-01-04 05:03:16,M00037,C004676,29.7,EUR,0.62,Card,Credit,Mastercard,IT,IT,IT,Mobile,DEV004676,0,0,1,0,1,1,Successful,24,Approve,Declined,Invalid Details,0,Not Refunded
P0047181,2025-01-04 05:25:44,M00017,C002445,67.16,AUD,1.14,Card,Debit,Visa,NL,NL,NL,Mobile,DEV002445,0,0,1,0,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0012715,2025-01-04 05:27:57,M00081,C006078,16.7,CAD,0.43,Card,Debit,Mastercard,CA,CA,CA,Mobile,DEV006078,0,0,0,0,1,1,Successful,12,Approve,Approved,Not Applicable,0,Not Refunded
P0016756,2025-01-04 05:29:15,M00042,C003630,112.0,EUR,1.77,Card,Debit,Amex,NL,NL,NL,Mobile,DEV003630,0,0,1,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0012213,2025-01-04 05:31:43,M00028,C000220,15.48,AUD,0.42,Card,Debit,Visa,NL,NL,NL,Mobile,DEV000220,0,0,1,0,1,1,Successful,28,Approve,Approved,Not Applicable,0,Not Refunded
P0002101,2025-01-04 05:33:16,M00081,C004676,24.38,CAD,0.54,Card,Debit,Visa,ES,ES,ES,Desktop,DEV004676,0,0,1,0,2,0,Not Attempted,7,Approve,Approved,Not Applicable,0,Not Refunded
P0044708,2025-01-04 06:02:51,M00057,C009652,80.24,GBP,1.32,Card,Credit,Visa,GB,GB,GB,Desktop,DEV009652,0,0,0,0,1,1,Successful,1,Approve,Approved,Not Applicable,0,Not Refunded
P0003097,2025-01-04 06:12:23,M00039,C002224,30.66,CAD,0.63,Card,Credit,Mastercard,DE,DE,DE,Desktop,DEV002224,0,0,1,0,1,0,Not Attempted,13,Approve,Approved,Not Applicable,0,Not Refunded
P0004328,2025-01-04 06:20:30,M00020,C008020,614.63,EUR,8.8,Card,Debit,Visa,IT,IT,IT,Desktop,NEWDEV493211,1,0,1,0,1,1,Failed,53,Approve,Declined,Authentication Failed,0,Not Refunded
P0004572,2025-01-04 06:27:30,M00094,C008020,30.34,GBP,0.62,Card,Debit,Amex,IT,IT,CA,Mobile,DEV008020,0,0,1,1,2,1,Successful,49,Approve,Approved,Not Applicable,0,Not Refunded
P0004733,2025-01-04 06:38:30,M00028,C008020,39.42,AUD,0.75,Digital Wallet,Debit,Mastercard,IT,IT,IT,Mobile,DEV008020,0,0,1,0,3,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
